,Alue,Osoite,Hinta,Koko,Vuosi,Talotyyppi,Sauna,Parveke,Katu
0,Muotiala,Muotialantie 74 C,208000.0,54.0,2008.0,Luhtitalo,False,False,Muotialantie
1,Kaleva,Teiskontie 13,218000.0,60.0,1954.0,Kerrostalo,False,False,Teiskontie
2,Kaleva,Lemminkäisenkatu 6,185000.0,52.5,1960.0,Kerrostalo,False,False,Lemminkäisenkatu
3,Tammela,Välimaankatu 7,178000.0,48.6,1932.0,Kerrostalo,False,False,Välimaankatu
4,Amuri,Kortelahdenkatu 18 B,174000.0,40.0,1970.0,Kerrostalo,False,False,Kortelahdenkatu
5,Kaleva,Sammonkatu 37,219000.0,53.5,1957.0,Kerrostalo,False,False,Sammonkatu
6,Kaleva,Kalevan puistotie 11,183000.0,50.0,1955.0,Kerrostalo,False,False,Kalevan
7,Kaleva,Sammonkatu 37,186000.0,42.5,1957.0,Kerrostalo,False,False,Sammonkatu
8,Santalahti,Rantatie 37 C 56,181800.0,38.0,2019.0,Kerrostalo,False,False,Rantatie
9,Hatanpää,Hatanpään puistokuja 29,249000.0,50.0,2017.0,Kerrostalo,False,False,Hatanpään
10,Turtola,Sotilaankuja 11,189000.0,58.5,2004.0,Luhtitalo,True,False,Sotilaankuja
11,Tampereen,Itsenäisyydenkatu 3,315000.0,47.5,2018.0,Kerrostalo,False,False,Itsenäisyydenkatu
12,Rantaperkiö,Pihlajakatu 6 A,179000.0,49.5,2006.0,Kerrostalo,False,False,Pihlajakatu
13,Hakametsä,Uudenkylänkatu 4,174000.0,53.5,1972.0,Kerrostalo,False,False,Uudenkylänkatu
14,Keskusta,Yliopistonkatu 46 A,179900.0,46.5,1961.0,Kerrostalo,False,False,Yliopistonkatu
15,Tesoma,Tesomankatu 20,91000.0,58.5,1973.0,Kerrostalo,False,False,Tesomankatu
16,Vuores,Tervaskatu 4 B,159870.0,40.5,2021.0,Kerrostalo,False,False,Tervaskatu
17,Takahuhti,Hanhenmäenkatu 1 B,168800.0,37.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
18,Takahuhti,Hanhenmäenkatu 1 A,191700.0,45.5,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
19,Ranta-Tampella,Ranta-Tampellan katu 15 A,220160.0,38.0,2020.0,Kerrostalo,False,False,Ranta-Tampellan
20,Ranta-Tampella,Ranta-Tampellan katu 15 A,245150.0,35.5,2020.0,Kerrostalo,False,False,Ranta-Tampellan
21,Pyynikki,Pyynikintie 62,168000.0,57.0,1951.0,Puutalo-osake,False,False,Pyynikintie
22,Rantaperkiö,Härmälänkatu 23,108000.0,48.0,1971.0,Kerrostalo,False,False,Härmälänkatu
23,Santalahti,Tiporaitti 9 E 128,183500.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
24,Hervanta,Arkkitehdinkatu 16,139000.0,48.0,1989.0,Kerrostalo,False,False,Arkkitehdinkatu
25,Härmälänranta,Lentovarikonkatu 2,139800.0,39.0,2016.0,Kerrostalo,False,False,Lentovarikonkatu
26,Kaleva,Tiilikentänpolku 8 D71,204910.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
27,Kaleva,Tiilikentänpolku 8 D68,202290.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
28,Kaleva,Tiilikentänpolku 8 D67,255050.0,46.5,2022.0,Kerrostalo,True,False,Tiilikentänpolku
29,Kaleva,Tiilikentänpolku 8 D64,227360.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
30,Kaleva,Tiilikentänpolku 8 D63,199960.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
31,Kaleva,Tiilikentänpolku 8 D60,197330.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
32,Kaleva,Tiilikentänpolku 8 D59,248920.0,46.5,2022.0,Kerrostalo,True,False,Tiilikentänpolku
33,Kaleva,Tiilikentänpolku 8 D56,221820.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
34,Kaleva,Tiilikentänpolku 8 D55,197330.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
35,Kaleva,Tiilikentänpolku 8 D52,194420.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
36,Kaleva,Tiilikentänpolku 8 D50,226770.0,39.0,2022.0,Kerrostalo,True,False,Tiilikentänpolku
37,Kaleva,Tiilikentänpolku 8 D51,191500.0,31.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
38,Kaleva,Tiilikentänpolku 8 D47,215700.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
39,Kaleva,Tiilikentänpolku 8 D45,218900.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
40,Kaleva,Tiilikentänpolku 8 D41,191800.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
41,Kaleva,Tiilikentänpolku 8 D40,188590.0,31.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
42,Kaleva,Tiilikentänpolku 8 D39,223860.0,39.0,2022.0,Kerrostalo,True,False,Tiilikentänpolku
43,Kaleva,Tiilikentänpolku 8 D36,212780.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
44,Kaleva,Tiilikentänpolku 8 D34,215700.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
45,Kaleva,Tiilikentänpolku 8 D33,191500.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
46,Kaleva,Tiilikentänpolku 8 D30,188880.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
47,Kaleva,Tiilikentänpolku 8 D29,185970.0,31.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
48,Kaleva,Tiilikentänpolku 8 D28,220940.0,39.0,2022.0,Kerrostalo,True,False,Tiilikentänpolku
49,Kaleva,Tiilikentänpolku 8 D25,209580.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
50,Kaleva,Tiilikentänpolku 8 D23,212490.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
51,Kaleva,Tiilikentänpolku 8 D22,188880.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
52,Kaleva,Tiilikentänpolku 8 D19,186260.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
53,Kaleva,Tiilikentänpolku 8 D18,183340.0,31.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
54,Kaleva,Tiilikentänpolku 8 D17,217740.0,39.0,2022.0,Kerrostalo,True,False,Tiilikentänpolku
55,Kaleva,Tiilikentänpolku 8 D14,206370.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
56,Kaleva,Tiilikentänpolku 8 D12,209580.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
57,Kaleva,Tiilikentänpolku 8 D11,183930.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
58,Kaleva,Tiilikentänpolku 8 D8,181300.0,32.0,2022.0,Kerrostalo,False,False,Tiilikentänpolku
59,Kaleva,Tiilikentänpolku 8 D7,178390.0,31.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
60,Kaleva,Tiilikentänpolku 8 D6,212490.0,39.0,2022.0,Kerrostalo,True,False,Tiilikentänpolku
61,Kaleva,Tiilikentänpolku 8 D3,201120.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
62,Kaleva,Tiilikentänpolku 8 D1,204040.0,35.5,2022.0,Kerrostalo,False,False,Tiilikentänpolku
63,Amuri,Savilinnankatu 9,179000.0,50.0,1955.0,Kerrostalo,False,False,Savilinnankatu
64,Lamminpää,Isoahonkatu 3,89000.0,46.0,1970.0,Kerrostalo,False,False,Isoahonkatu
65,Halkoniemi,Halkoniemenkuja 4,188500.0,42.0,2018.0,Kerrostalo,True,False,Halkoniemenkuja
66,Ranta-Tampella,Ranta-Tampellan katu 15 A25,225180.0,43.5,2019.0,Kerrostalo,True,True,Ranta-Tampellan
67,Ranta-Tampella,Ranta-Tampellan katu 15 A19,220180.0,43.5,2019.0,Kerrostalo,True,True,Ranta-Tampellan
68,Ranta-Tampella,Ranta-Tampellan katu 15 A29,242150.0,35.5,2019.0,Kerrostalo,True,True,Ranta-Tampellan
69,Härmälänranta,Niilo Härmälän katu 13 A 28,204100.0,50.5,2021.0,Kerrostalo,False,False,Niilo
70,Ranta-Tampella,Ranta-Tampellan katu 12 A 33,400500.0,60.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
71,Härmälänranta,Fontellinpolku 9 A 24,283800.0,57.5,2021.0,Kerrostalo,True,False,Fontellinpolku
72,Keskusta,Kuninkaankatu 34,263000.0,56.1,1964.0,Kerrostalo,False,True,Kuninkaankatu
73,Kaleva,Pellervonkatu 16 C,198000.0,55.0,1959.0,Kerrostalo,False,False,Pellervonkatu
74,Haapalinna,Aapelinraitti 7,130000.0,51.0,1995.0,Kerrostalo,False,False,Aapelinraitti
75,Lapinniemi,Lapinniemenranta 2,348000.0,78.0,1924.0,Kerrostalo,True,False,Lapinniemenranta
76,Keskusta,Kansikatu 8 B 108,189690.0,38.0,2020.0,Kerrostalo,False,False,Kansikatu
77,Keskusta,Kansikatu 8 B 84,185330.0,38.0,2020.0,Kerrostalo,False,False,Kansikatu
78,Keskusta,Kansikatu 8 B 77,194670.0,38.0,2020.0,Kerrostalo,False,False,Kansikatu
79,Keskusta,Rongankatu 14,330000.0,53.0,2017.0,Kerrostalo,True,False,Rongankatu
80,Lentävänniemi,Halkoniemenrinne 1,146900.0,34.5,2018.0,Kerrostalo,False,False,Halkoniemenrinne
81,Hämeenpuisto,Hämeenpuisto 35,209000.0,46.0,1939.0,Kerrostalo,False,False,Hämeenpuisto
82,Niemenranta,Federleynkatu 8 A 4,182100.0,50.0,2020.0,Kerrostalo,True,False,Federleynkatu
83,Armonkallio,Haarakatu 10,209000.0,58.0,1961.0,Kerrostalo,False,False,Haarakatu
84,Lahdesjärvi,Lahdenperänkatu 4 A,172000.0,51.0,2008.0,Kerrostalo,False,False,Lahdenperänkatu
85,Kaleva,Pellervonkatu 24,169000.0,46.0,1965.0,Kerrostalo,False,False,Pellervonkatu
86,Kaleva,Sarvijaakonkatu 1 A A 23,230308.0,41.5,2020.0,Kerrostalo,False,False,Sarvijaakonkatu
87,Tammela,Yliopistonkatu 45 C,219000.0,54.0,1937.0,Kerrostalo,False,False,Yliopistonkatu
88,Kaleva,Teiskontie 8,140000.0,56.5,1959.0,Kerrostalo,False,False,Teiskontie
89,Multisilta,Kitiniitynkatu 9-11 H,105000.0,62.0,1971.0,Kerrostalo,False,False,Kitiniitynkatu
90,Armonkallio,Siltakatu 8 C,197000.0,56.0,1932.0,Kerrostalo,False,False,Siltakatu
91,Amuri,Satakunnankatu 33 A,267000.0,49.5,2017.0,Kerrostalo,False,False,Satakunnankatu
92,Hervanta,Laattapolku 3,149000.0,49.0,1990.0,Kerrostalo,True,True,Laattapolku
93,Hatanpää,Siirtolapuutarhankatu 13,179000.0,49.0,2003.0,Kerrostalo,False,False,Siirtolapuutarhankatu
94,Härmälä,Tarmonkatu 4,108000.0,50.0,1949.0,Kerrostalo,False,False,Tarmonkatu
95,Vuores,Rautiolanrinne 1,135000.0,39.0,2017.0,Kerrostalo,False,False,Rautiolanrinne
96,Tammela,Tammelan puistokatu 20,188000.0,58.5,1971.0,Kerrostalo,False,True,Tammelan
97,Tammela,Pohjolankatu 32,134000.0,38.5,1990.0,Kerrostalo,True,False,Pohjolankatu
98,Kaleva,Sammonkatu 29,179000.0,53.1,1960.0,Kerrostalo,False,False,Sammonkatu
99,Härmälänranta,Konttilukinkatu 3 A 3,144500.0,38.0,2021.0,Kerrostalo,False,False,Konttilukinkatu
100,Irjala,Kolarinkatu 21,139000.0,54.5,1973.0,Kerrostalo,False,False,Kolarinkatu
101,Järvensivu,Järvensivuntie 13,199000.0,50.5,2006.0,Kerrostalo,True,False,Järvensivuntie
102,Hervanta,Opinpolku 1,105000.0,46.5,1984.0,Kerrostalo,True,False,Opinpolku
103,Annala,Hikivuorenkatu 14,86000.0,57.5,1978.0,Kerrostalo,False,True,Hikivuorenkatu
104,Keskusta,Näsilinnankatu 9,168000.0,53.0,1971.0,Kerrostalo,False,False,Näsilinnankatu
105,Vuores,Takamaanrinne 14 A,147735.0,36.5,2020.0,Kerrostalo,False,False,Takamaanrinne
106,Vuores,Takamaanrinne 14 A,119700.0,31.5,2020.0,Kerrostalo,False,False,Takamaanrinne
107,Härmälä,Nuolialantie 42 A,187000.0,51.5,2006.0,Kerrostalo,True,False,Nuolialantie
108,Niemenranta,Niemenrannanaukio 1 A 77,315500.0,66.0,2020.0,Kerrostalo,True,False,Niemenrannanaukio
109,Niemenranta,Niemenrannanaukio 1 A 56,180400.0,41.0,2020.0,Kerrostalo,False,False,Niemenrannanaukio
110,Niemenranta,Federleynkatu 8 A 18,196900.0,50.0,2020.0,Kerrostalo,True,False,Federleynkatu
111,Härmälänranta,Niilo Härmälän katu 13 A 27,214600.0,52.5,2021.0,Kerrostalo,True,False,Niilo
112,Härmälänranta,Fontellinpolku 9 A 18,275700.0,57.5,2021.0,Kerrostalo,True,False,Fontellinpolku
113,Ranta-Tampella,Ranta-Tampellan katu 12 A 18,272300.0,44.5,2021.0,Kerrostalo,False,False,Ranta-Tampellan
114,Niemenranta,Niemenrannanaukio 1 A 71,279000.0,62.0,2020.0,Kerrostalo,True,False,Niemenrannanaukio
115,Keskusta,Hatanpään valtatie 14,198000.0,43.5,1929.0,Kerrostalo,False,False,Hatanpään
116,Viinikka,Puistonperä 1 A,96000.0,52.0,1947.0,Kerrostalo,False,False,Puistonperä
117,Hämeenpuisto,Hämeenpuisto 33,229000.0,53.5,1956.0,Kerrostalo,False,False,Hämeenpuisto
118,Kaleva,Nyyrikintie 10,210000.0,56.0,1951.0,Kerrostalo,False,False,Nyyrikintie
119,Rahola,Voionmaankatu 67,119500.0,53.5,1966.0,Kerrostalo,False,True,Voionmaankatu
120,Järvensivu,Turjankatu 6-8,155000.0,45.0,1964.0,Kerrostalo,False,False,Turjankatu
121,Härmälä,Tarmonkatu 1,83000.0,34.0,1940.0,Kerrostalo,False,False,Tarmonkatu
122,Rahola,Metsäkylänkatu 19,115000.0,55.0,1947.0,Kerrostalo,False,False,Metsäkylänkatu
123,Tammela,Ilmarinkatu 21,189000.0,45.0,1942.0,Kerrostalo,False,False,Ilmarinkatu
124,Pyynikki,Satamakatu 17 F,224000.0,33.5,2019.0,Kerrostalo,False,False,Satamakatu
125,Kaukajärvi,Solkikatu 4,109000.0,63.0,1968.0,Kerrostalo,False,False,Solkikatu
126,Keskusta,Pellavatehtaankatu 19 C 37,195000.0,51.0,1940.0,Kerrostalo,True,False,Pellavatehtaankatu
127,Annala,Suopursunkatu 10 C,139000.0,49.0,2011.0,Luhtitalo,False,False,Suopursunkatu
128,Multisilta,Kitiniitynkatu 10 E,72000.0,62.0,1973.0,Kerrostalo,False,False,Kitiniitynkatu
129,Annala,Alasenkatu 4,119000.0,59.5,1977.0,Kerrostalo,False,False,Alasenkatu
130,Kaleva,Ilmarinkatu 25,189000.0,56.0,1942.0,Kerrostalo,False,False,Ilmarinkatu
131,Annala,Hikivuorenkatu 6,93500.0,56.0,1974.0,Kerrostalo,False,True,Hikivuorenkatu
132,Peltolammi/Palokallio,Ketunleivänkatu 7,109000.0,59.5,1992.0,Kerrostalo,False,False,Ketunleivänkatu
133,Tammela,Itsenäisyydenkatu 12-14,213000.0,55.0,1951.0,Kerrostalo,False,False,Itsenäisyydenkatu
134,Kaakinmaa,Papinkatu 8 C 63,209000.0,55.0,1963.0,Kerrostalo,False,True,Papinkatu
135,Armonkallio,Siltakatu (käyntiosoite Soukanlahdenkatu 21) 1,188000.0,46.0,1938.0,Kerrostalo,False,False,Siltakatu
136,Tammela,Pohjolankatu 6-8,154000.0,45.5,1970.0,Kerrostalo,False,False,Pohjolankatu
137,Tampella,Tampellan esplanadi 3 A,275000.0,54.5,2012.0,Kerrostalo,False,False,Tampellan
138,Lielahti,Teivaalantie 5 a A 21,199300.0,50.5,2020.0,Kerrostalo,False,False,Teivaalantie
139,Keskusta,Hämeenkatu 3 A 12 b,264147.0,39.0,2020.0,Kerrostalo,False,False,Hämeenkatu
140,Härmälänranta,Niilo Härmälän katu 13 A 26,218900.0,53.5,2021.0,Kerrostalo,True,False,Niilo
141,Härmälänranta,Fontellinpolku 9 A 12,266900.0,57.5,2021.0,Kerrostalo,True,False,Fontellinpolku
142,Ranta-Tampella,Ranta-Tampellan katu 12 A 46,338000.0,45.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
143,Niemenranta,Meesakatu 6,142000.0,48.0,2012.0,Kerrostalo,False,False,Meesakatu
144,Järvensivu,Turjankatu 11,152000.0,56.0,1962.0,Kerrostalo,False,False,Turjankatu
145,Vuores,Vuoreksen puistokatu 81,125000.0,37.0,2016.0,Kerrostalo,True,False,Vuoreksen
146,Lentävänniemi,Halkoniemenkatu 2,194000.0,52.5,2013.0,Kerrostalo,False,False,Halkoniemenkatu
147,Keskusta,Hämeenpuisto 25,229000.0,56.0,1962.0,Kerrostalo,False,False,Hämeenpuisto
148,Armonkallio,Lapintie 32,190000.0,47.0,1998.0,Kerrostalo,False,False,Lapintie
149,Tampella,Juhlatalonkatu 6,235000.0,44.5,1999.0,Kerrostalo,True,False,Juhlatalonkatu
150,Kaleva,Sammonkatu 25,189000.0,54.5,1960.0,Kerrostalo,False,False,Sammonkatu
151,Hervanta,Atomikatu 5,125000.0,54.5,1978.0,Kerrostalo,False,False,Atomikatu
152,Härmälänranta,Niilo Härmälän katu 13 A 19,193900.0,44.5,2021.0,Kerrostalo,False,False,Niilo
153,Härmälänranta,Fontellinpolku 9 A 31,257900.0,48.5,2021.0,Kerrostalo,False,False,Fontellinpolku
154,Ranta-Tampella,Ranta-Tampellan katu 12 A 39,321900.0,45.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
155,Linnainmaa,Piettasenkatu 41,135000.0,52.5,1995.0,Kerrostalo,True,False,Piettasenkatu
156,Annala,Ojavainionkatu 1 A,130000.0,63.0,1986.0,Rivitalo,True,False,Ojavainionkatu
157,Muotiala,Ruopionkatu 10 C,228000.0,48.0,2015.0,Luhtitalo,True,False,Ruopionkatu
158,Tesoma,Raiskionkatu 5,93000.0,55.5,1969.0,Kerrostalo,False,False,Raiskionkatu
159,Keskusta,Pyhäjärvenkatu 10 A,223500.0,55.5,1963.0,Kerrostalo,False,False,Pyhäjärvenkatu
160,Kaukajärvi,Riipuksenkatu 4,143000.0,36.0,2016.0,Kerrostalo,False,False,Riipuksenkatu
161,Niemenranta,Meesakatu 8,149800.0,35.0,2014.0,Kerrostalo,False,True,Meesakatu
162,Lentävänniemi,Lielahdenkatu 45,139900.0,39.5,2018.0,Kerrostalo,False,False,Lielahdenkatu
163,Pyynikki,Pirkankatu 24,249000.0,69.0,1926.0,Kerrostalo,False,False,Pirkankatu
164,Ratina,Hatanpään valtatie 15,99000.0,49.0,1956.0,Kerrostalo,False,False,Hatanpään
165,Kaleva,Teiskontie 17,238000.0,62.5,1956.0,Kerrostalo,False,False,Teiskontie
166,Amuri,Niemikatu 6 C,175000.0,44.0,1974.0,Kerrostalo,False,False,Niemikatu
167,Härmälänranta,Lentovarikonkatu 8,154000.0,47.5,2012.0,Kerrostalo,False,False,Lentovarikonkatu
168,Kissanmaa,Kissanmaankatu 9,139000.0,47.0,1961.0,Kerrostalo,False,False,Kissanmaankatu
169,Hervanta,Tietoraitti 10,169000.0,47.0,2018.0,Kerrostalo,False,False,Tietoraitti
170,Keskusta,Kansikatu 8 B 216,349780.0,53.5,2020.0,Kerrostalo,False,False,Kansikatu
171,Pispala,Pöllikuja 1,149000.0,44.5,1989.0,Kerrostalo,False,False,Pöllikuja
172,Ranta-Tampella,Tampellan esplanadi 19 A 42,318510.0,44.0,2020.0,Kerrostalo,False,False,Tampellan
173,Ranta-Tampella,Koelaitoksenkatu 4 A 1,224000.0,43.0,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
174,Ranta-Tampella,Koelaitoksenkatu 4,224000.0,43.0,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
175,Ranta-Tampella,Koelaitoksenkatu 4 A 2,289000.0,55.5,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
176,Ranta-Tampella,Koelaitoksenkatu 4 A 2,289000.0,55.5,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
177,Kaukajärvi,Osuuskunnankatu 3 A,159800.0,62.5,2002.0,Kerrostalo,False,False,Osuuskunnankatu
178,Kaakinmaa,Pyhäjärvenkatu 6 C,199000.0,55.0,1963.0,Kerrostalo,False,True,Pyhäjärvenkatu
179,Ala-Pispala,Uittotunnelinkatu 8,165000.0,57.5,1996.0,Luhtitalo,False,False,Uittotunnelinkatu
180,Härmälänranta,Niilo Härmälän katu 13 A 64,226000.0,47.0,2021.0,Kerrostalo,False,False,Niilo
181,Härmälänranta,Fontellinpolku 9 A 02,218100.0,48.5,2021.0,Kerrostalo,False,False,Fontellinpolku
182,Ranta-Tampella,Ranta-Tampellan katu 12 A 40,420500.0,60.0,2021.0,Kerrostalo,False,False,Ranta-Tampellan
183,Keskusta,Kansikatu 8 A 47,207130.0,44.0,2020.0,Kerrostalo,False,False,Kansikatu
184,Keskusta,Kansikatu 8 A 46,202460.0,43.5,2020.0,Kerrostalo,False,False,Kansikatu
185,Takahuhti,Irjalankatu 18-20,119000.0,44.0,1963.0,Kerrostalo,False,False,Irjalankatu
186,Kalkku,Kalkunvuorenkatu 11,165000.0,61.5,2008.0,Luhtitalo,False,False,Kalkunvuorenkatu
187,Tammela,Kullervonkatu 20,226000.0,65.0,1972.0,Kerrostalo,False,False,Kullervonkatu
188,Nalkala,Näsilinnankatu 46,215000.0,57.0,2006.0,Kerrostalo,False,False,Näsilinnankatu
189,Maisansao,Koljonseläntie 7,68000.0,54.0,1975.0,Paritalo,False,False,Koljonseläntie
190,Tampella,Tampellan esplanadi 3,299000.0,60.5,2012.0,Kerrostalo,False,False,Tampellan
191,Keskusta,Kansikatu 8 B 209,336390.0,53.5,2020.0,Kerrostalo,True,False,Kansikatu
192,Lentävänniemi,Porrassalmenkuja 3 A 13,145200.0,61.0,1978.0,Rivitalo,False,False,Porrassalmenkuja
193,Keskusta,Kansikatu 8 B 196,332030.0,54.0,2020.0,Kerrostalo,True,False,Kansikatu
194,Keskusta,Kansikatu 8 B 195,322990.0,53.5,2020.0,Kerrostalo,True,False,Kansikatu
195,Kaleva,Pellervonkatu 24,198000.0,57.0,1965.0,Kerrostalo,False,False,Pellervonkatu
196,Härmälänranta,Niilo Härmälän katu 13 A 30,197900.0,44.5,2021.0,Kerrostalo,False,False,Niilo
